,Category,SubCategory,ObjectName,X,Y,Z,Shadow,Texture,Background,Name,Shape,Size,Datatype
156,Automobile,Bike,Dirtbike,180,315,360,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y315_Z360_Yes_Black_White.png,"(540, 960, 3)",44222,uint8
157,Automobile,Bike,Dirtbike,180,315,45,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y315_Z45_Yes_Black_White.png,"(540, 960, 3)",55185,uint8
158,Automobile,Bike,Dirtbike,180,315,90,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y315_Z90_Yes_Black_White.png,"(540, 960, 3)",47443,uint8
159,Automobile,Bike,Dirtbike,180,360,0,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y360_Z0_Yes_Black_White.png,"(540, 960, 3)",16322,uint8
160,Automobile,Bike,Dirtbike,180,360,135,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y360_Z135_Yes_Black_White.png,"(540, 960, 3)",20080,uint8
161,Automobile,Bike,Dirtbike,180,360,180,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y360_Z180_Yes_Black_White.png,"(540, 960, 3)",19492,uint8
162,Automobile,Bike,Dirtbike,180,360,360,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y360_Z360_Yes_Black_White.png,"(540, 960, 3)",16322,uint8
163,Automobile,Bike,Dirtbike,180,360,45,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y360_Z45_Yes_Black_White.png,"(540, 960, 3)",20086,uint8
164,Automobile,Bike,Dirtbike,180,360,90,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y360_Z90_Yes_Black_White.png,"(540, 960, 3)",17885,uint8
165,Automobile,Bike,Dirtbike,180,45,0,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y45_Z0_Yes_Black_White.png,"(540, 960, 3)",42381,uint8
166,Automobile,Bike,Dirtbike,180,45,135,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y45_Z135_Yes_Black_White.png,"(540, 960, 3)",49443,uint8
167,Automobile,Bike,Dirtbike,180,45,180,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y45_Z180_Yes_Black_White.png,"(540, 960, 3)",46940,uint8
168,Automobile,Bike,Dirtbike,180,45,360,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y45_Z360_Yes_Black_White.png,"(540, 960, 3)",42381,uint8
169,Automobile,Bike,Dirtbike,180,45,45,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y45_Z45_Yes_Black_White.png,"(540, 960, 3)",52286,uint8
170,Automobile,Bike,Dirtbike,180,45,90,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y45_Z90_Yes_Black_White.png,"(540, 960, 3)",46472,uint8
171,Automobile,Bike,Dirtbike,180,90,0,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y90_Z0_Yes_Black_White.png,"(540, 960, 3)",44824,uint8
172,Automobile,Bike,Dirtbike,180,90,135,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y90_Z135_Yes_Black_White.png,"(540, 960, 3)",57630,uint8
173,Automobile,Bike,Dirtbike,180,90,180,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y90_Z180_Yes_Black_White.png,"(540, 960, 3)",50712,uint8
174,Automobile,Bike,Dirtbike,180,90,225,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y90_Z225_Yes_Black_White.png,"(540, 960, 3)",58090,uint8
175,Automobile,Bike,Dirtbike,180,90,270,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y90_Z270_Yes_Black_White.png,"(540, 960, 3)",47004,uint8
176,Automobile,Bike,Dirtbike,180,90,315,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y90_Z315_Yes_Black_White.png,"(540, 960, 3)",49517,uint8
177,Automobile,Bike,Dirtbike,180,90,360,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y90_Z360_Yes_Black_White.png,"(540, 960, 3)",44824,uint8
178,Automobile,Bike,Dirtbike,180,90,45,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y90_Z45_Yes_Black_White.png,"(540, 960, 3)",48763,uint8
179,Automobile,Bike,Dirtbike,180,90,90,Yes,Black,White,Automobile_Bike_Dirtbike_X180_Y90_Z90_Yes_Black_White.png,"(540, 960, 3)",57582,uint8
180,Automobile,Bike,Dirtbike,225,0,0,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y0_Z0_Yes_Black_White.png,"(540, 960, 3)",22848,uint8
181,Automobile,Bike,Dirtbike,225,0,135,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y0_Z135_Yes_Black_White.png,"(540, 960, 3)",30764,uint8
182,Automobile,Bike,Dirtbike,225,0,180,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y0_Z180_Yes_Black_White.png,"(540, 960, 3)",28130,uint8
183,Automobile,Bike,Dirtbike,225,0,360,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y0_Z360_Yes_Black_White.png,"(540, 960, 3)",22848,uint8
184,Automobile,Bike,Dirtbike,225,0,45,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y0_Z45_Yes_Black_White.png,"(540, 960, 3)",31946,uint8
185,Automobile,Bike,Dirtbike,225,0,90,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y0_Z90_Yes_Black_White.png,"(540, 960, 3)",28610,uint8
186,Automobile,Bike,Dirtbike,225,135,0,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y135_Z0_Yes_Black_White.png,"(540, 960, 3)",46578,uint8
187,Automobile,Bike,Dirtbike,225,135,180,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y135_Z180_Yes_Black_White.png,"(540, 960, 3)",51950,uint8
188,Automobile,Bike,Dirtbike,225,135,225,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y135_Z225_Yes_Black_White.png,"(540, 960, 3)",47072,uint8
189,Automobile,Bike,Dirtbike,225,135,270,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y135_Z270_Yes_Black_White.png,"(540, 960, 3)",48444,uint8
190,Automobile,Bike,Dirtbike,225,135,315,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y135_Z315_Yes_Black_White.png,"(540, 960, 3)",49545,uint8
191,Automobile,Bike,Dirtbike,225,135,360,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y135_Z360_Yes_Black_White.png,"(540, 960, 3)",46578,uint8
192,Automobile,Bike,Dirtbike,225,180,0,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y180_Z0_Yes_Black_White.png,"(540, 960, 3)",23176,uint8
193,Automobile,Bike,Dirtbike,225,180,180,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y180_Z180_Yes_Black_White.png,"(540, 960, 3)",26766,uint8
194,Automobile,Bike,Dirtbike,225,180,225,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y180_Z225_Yes_Black_White.png,"(540, 960, 3)",31066,uint8
195,Automobile,Bike,Dirtbike,225,180,270,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y180_Z270_Yes_Black_White.png,"(540, 960, 3)",29431,uint8
196,Automobile,Bike,Dirtbike,225,180,315,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y180_Z315_Yes_Black_White.png,"(540, 960, 3)",30872,uint8
197,Automobile,Bike,Dirtbike,225,180,360,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y180_Z360_Yes_Black_White.png,"(540, 960, 3)",23176,uint8
198,Automobile,Bike,Dirtbike,225,225,0,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y225_Z0_Yes_Black_White.png,"(540, 960, 3)",48080,uint8
199,Automobile,Bike,Dirtbike,225,225,180,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y225_Z180_Yes_Black_White.png,"(540, 960, 3)",55229,uint8
200,Automobile,Bike,Dirtbike,225,225,225,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y225_Z225_Yes_Black_White.png,"(540, 960, 3)",52847,uint8
201,Automobile,Bike,Dirtbike,225,225,270,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y225_Z270_Yes_Black_White.png,"(540, 960, 3)",53194,uint8
202,Automobile,Bike,Dirtbike,225,225,315,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y225_Z315_Yes_Black_White.png,"(540, 960, 3)",51981,uint8
203,Automobile,Bike,Dirtbike,225,225,360,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y225_Z360_Yes_Black_White.png,"(540, 960, 3)",48080,uint8
204,Automobile,Bike,Dirtbike,225,270,0,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y270_Z0_Yes_Black_White.png,"(540, 960, 3)",50752,uint8
205,Automobile,Bike,Dirtbike,225,270,135,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y270_Z135_Yes_Black_White.png,"(540, 960, 3)",50939,uint8
206,Automobile,Bike,Dirtbike,225,270,180,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y270_Z180_Yes_Black_White.png,"(540, 960, 3)",59216,uint8
207,Automobile,Bike,Dirtbike,225,270,225,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y270_Z225_Yes_Black_White.png,"(540, 960, 3)",58594,uint8
208,Automobile,Bike,Dirtbike,225,270,270,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y270_Z270_Yes_Black_White.png,"(540, 960, 3)",49653,uint8
209,Automobile,Bike,Dirtbike,225,270,315,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y270_Z315_Yes_Black_White.png,"(540, 960, 3)",45694,uint8
210,Automobile,Bike,Dirtbike,225,270,360,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y270_Z360_Yes_Black_White.png,"(540, 960, 3)",50752,uint8
211,Automobile,Bike,Dirtbike,225,270,45,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y270_Z45_Yes_Black_White.png,"(540, 960, 3)",46871,uint8
212,Automobile,Bike,Dirtbike,225,270,90,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y270_Z90_Yes_Black_White.png,"(540, 960, 3)",57770,uint8
213,Automobile,Bike,Dirtbike,225,315,0,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y315_Z0_Yes_Black_White.png,"(540, 960, 3)",47494,uint8
214,Automobile,Bike,Dirtbike,225,315,135,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y315_Z135_Yes_Black_White.png,"(540, 960, 3)",46536,uint8
215,Automobile,Bike,Dirtbike,225,315,180,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y315_Z180_Yes_Black_White.png,"(540, 960, 3)",51919,uint8
216,Automobile,Bike,Dirtbike,225,315,360,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y315_Z360_Yes_Black_White.png,"(540, 960, 3)",47494,uint8
217,Automobile,Bike,Dirtbike,225,315,45,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y315_Z45_Yes_Black_White.png,"(540, 960, 3)",52946,uint8
218,Automobile,Bike,Dirtbike,225,315,90,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y315_Z90_Yes_Black_White.png,"(540, 960, 3)",49826,uint8
219,Automobile,Bike,Dirtbike,225,360,0,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y360_Z0_Yes_Black_White.png,"(540, 960, 3)",22848,uint8
220,Automobile,Bike,Dirtbike,225,360,135,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y360_Z135_Yes_Black_White.png,"(540, 960, 3)",30764,uint8
221,Automobile,Bike,Dirtbike,225,360,180,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y360_Z180_Yes_Black_White.png,"(540, 960, 3)",28130,uint8
222,Automobile,Bike,Dirtbike,225,360,360,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y360_Z360_Yes_Black_White.png,"(540, 960, 3)",22848,uint8
223,Automobile,Bike,Dirtbike,225,360,45,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y360_Z45_Yes_Black_White.png,"(540, 960, 3)",31946,uint8
224,Automobile,Bike,Dirtbike,225,360,90,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y360_Z90_Yes_Black_White.png,"(540, 960, 3)",28610,uint8
225,Automobile,Bike,Dirtbike,225,45,0,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y45_Z0_Yes_Black_White.png,"(540, 960, 3)",47576,uint8
226,Automobile,Bike,Dirtbike,225,45,135,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y45_Z135_Yes_Black_White.png,"(540, 960, 3)",50805,uint8
227,Automobile,Bike,Dirtbike,225,45,180,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y45_Z180_Yes_Black_White.png,"(540, 960, 3)",52701,uint8
228,Automobile,Bike,Dirtbike,225,45,360,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y45_Z360_Yes_Black_White.png,"(540, 960, 3)",47576,uint8
229,Automobile,Bike,Dirtbike,225,45,45,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y45_Z45_Yes_Black_White.png,"(540, 960, 3)",54720,uint8
230,Automobile,Bike,Dirtbike,225,45,90,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y45_Z90_Yes_Black_White.png,"(540, 960, 3)",53125,uint8
231,Automobile,Bike,Dirtbike,225,90,0,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y90_Z0_Yes_Black_White.png,"(540, 960, 3)",49517,uint8
232,Automobile,Bike,Dirtbike,225,90,135,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y90_Z135_Yes_Black_White.png,"(540, 960, 3)",57582,uint8
233,Automobile,Bike,Dirtbike,225,90,180,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y90_Z180_Yes_Black_White.png,"(540, 960, 3)",57630,uint8
234,Automobile,Bike,Dirtbike,225,90,225,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y90_Z225_Yes_Black_White.png,"(540, 960, 3)",50712,uint8
235,Automobile,Bike,Dirtbike,225,90,270,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y90_Z270_Yes_Black_White.png,"(540, 960, 3)",58090,uint8
236,Automobile,Bike,Dirtbike,225,90,315,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y90_Z315_Yes_Black_White.png,"(540, 960, 3)",47004,uint8
237,Automobile,Bike,Dirtbike,225,90,360,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y90_Z360_Yes_Black_White.png,"(540, 960, 3)",49517,uint8
238,Automobile,Bike,Dirtbike,225,90,45,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y90_Z45_Yes_Black_White.png,"(540, 960, 3)",44824,uint8
239,Automobile,Bike,Dirtbike,225,90,90,Yes,Black,White,Automobile_Bike_Dirtbike_X225_Y90_Z90_Yes_Black_White.png,"(540, 960, 3)",48763,uint8
240,Automobile,Bike,Dirtbike,270,0,0,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y0_Z0_Yes_Black_White.png,"(540, 960, 3)",15861,uint8
241,Automobile,Bike,Dirtbike,270,0,135,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y0_Z135_Yes_Black_White.png,"(540, 960, 3)",20758,uint8
242,Automobile,Bike,Dirtbike,270,0,180,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y0_Z180_Yes_Black_White.png,"(540, 960, 3)",27260,uint8
243,Automobile,Bike,Dirtbike,270,0,360,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y0_Z360_Yes_Black_White.png,"(540, 960, 3)",15861,uint8
244,Automobile,Bike,Dirtbike,270,0,45,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y0_Z45_Yes_Black_White.png,"(540, 960, 3)",21265,uint8
245,Automobile,Bike,Dirtbike,270,0,90,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y0_Z90_Yes_Black_White.png,"(540, 960, 3)",18709,uint8
246,Automobile,Bike,Dirtbike,270,135,0,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y135_Z0_Yes_Black_White.png,"(540, 960, 3)",42684,uint8
247,Automobile,Bike,Dirtbike,270,135,180,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y135_Z180_Yes_Black_White.png,"(540, 960, 3)",52198,uint8
248,Automobile,Bike,Dirtbike,270,135,225,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y135_Z225_Yes_Black_White.png,"(540, 960, 3)",48370,uint8
249,Automobile,Bike,Dirtbike,270,135,270,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y135_Z270_Yes_Black_White.png,"(540, 960, 3)",40004,uint8
250,Automobile,Bike,Dirtbike,270,135,315,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y135_Z315_Yes_Black_White.png,"(540, 960, 3)",46306,uint8
251,Automobile,Bike,Dirtbike,270,135,360,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y135_Z360_Yes_Black_White.png,"(540, 960, 3)",42684,uint8
252,Automobile,Bike,Dirtbike,270,180,0,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y180_Z0_Yes_Black_White.png,"(540, 960, 3)",17247,uint8
253,Automobile,Bike,Dirtbike,270,180,180,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y180_Z180_Yes_Black_White.png,"(540, 960, 3)",25673,uint8
254,Automobile,Bike,Dirtbike,270,180,225,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y180_Z225_Yes_Black_White.png,"(540, 960, 3)",21448,uint8
255,Automobile,Bike,Dirtbike,270,180,270,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y180_Z270_Yes_Black_White.png,"(540, 960, 3)",18530,uint8
256,Automobile,Bike,Dirtbike,270,180,315,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y180_Z315_Yes_Black_White.png,"(540, 960, 3)",21275,uint8
257,Automobile,Bike,Dirtbike,270,180,360,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y180_Z360_Yes_Black_White.png,"(540, 960, 3)",17247,uint8
258,Automobile,Bike,Dirtbike,270,225,0,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y225_Z0_Yes_Black_White.png,"(540, 960, 3)",44922,uint8
259,Automobile,Bike,Dirtbike,270,225,180,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y225_Z180_Yes_Black_White.png,"(540, 960, 3)",56520,uint8
260,Automobile,Bike,Dirtbike,270,225,225,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y225_Z225_Yes_Black_White.png,"(540, 960, 3)",55442,uint8
261,Automobile,Bike,Dirtbike,270,225,270,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y225_Z270_Yes_Black_White.png,"(540, 960, 3)",46532,uint8
262,Automobile,Bike,Dirtbike,270,225,315,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y225_Z315_Yes_Black_White.png,"(540, 960, 3)",56025,uint8
263,Automobile,Bike,Dirtbike,270,225,360,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y225_Z360_Yes_Black_White.png,"(540, 960, 3)",44922,uint8
264,Automobile,Bike,Dirtbike,270,270,0,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y270_Z0_Yes_Black_White.png,"(540, 960, 3)",46871,uint8
265,Automobile,Bike,Dirtbike,270,270,135,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y270_Z135_Yes_Black_White.png,"(540, 960, 3)",59216,uint8
266,Automobile,Bike,Dirtbike,270,270,180,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y270_Z180_Yes_Black_White.png,"(540, 960, 3)",58594,uint8
267,Automobile,Bike,Dirtbike,270,270,225,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y270_Z225_Yes_Black_White.png,"(540, 960, 3)",49653,uint8
268,Automobile,Bike,Dirtbike,270,270,270,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y270_Z270_Yes_Black_White.png,"(540, 960, 3)",45694,uint8
269,Automobile,Bike,Dirtbike,270,270,315,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y270_Z315_Yes_Black_White.png,"(540, 960, 3)",50752,uint8
270,Automobile,Bike,Dirtbike,270,270,360,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y270_Z360_Yes_Black_White.png,"(540, 960, 3)",46871,uint8
271,Automobile,Bike,Dirtbike,270,270,45,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y270_Z45_Yes_Black_White.png,"(540, 960, 3)",57770,uint8
272,Automobile,Bike,Dirtbike,270,270,90,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y270_Z90_Yes_Black_White.png,"(540, 960, 3)",50939,uint8
273,Automobile,Bike,Dirtbike,270,315,0,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y315_Z0_Yes_Black_White.png,"(540, 960, 3)",43132,uint8
274,Automobile,Bike,Dirtbike,270,315,135,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y315_Z135_Yes_Black_White.png,"(540, 960, 3)",48691,uint8
275,Automobile,Bike,Dirtbike,270,315,180,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y315_Z180_Yes_Black_White.png,"(540, 960, 3)",51803,uint8
276,Automobile,Bike,Dirtbike,270,315,360,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y315_Z360_Yes_Black_White.png,"(540, 960, 3)",43132,uint8
277,Automobile,Bike,Dirtbike,270,315,45,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y315_Z45_Yes_Black_White.png,"(540, 960, 3)",48661,uint8
278,Automobile,Bike,Dirtbike,270,315,90,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y315_Z90_Yes_Black_White.png,"(540, 960, 3)",40828,uint8
279,Automobile,Bike,Dirtbike,270,360,0,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y360_Z0_Yes_Black_White.png,"(540, 960, 3)",15861,uint8
280,Automobile,Bike,Dirtbike,270,360,135,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y360_Z135_Yes_Black_White.png,"(540, 960, 3)",20758,uint8
281,Automobile,Bike,Dirtbike,270,360,180,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y360_Z180_Yes_Black_White.png,"(540, 960, 3)",27260,uint8
282,Automobile,Bike,Dirtbike,270,360,360,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y360_Z360_Yes_Black_White.png,"(540, 960, 3)",15861,uint8
283,Automobile,Bike,Dirtbike,270,360,45,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y360_Z45_Yes_Black_White.png,"(540, 960, 3)",21265,uint8
284,Automobile,Bike,Dirtbike,270,360,90,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y360_Z90_Yes_Black_White.png,"(540, 960, 3)",18709,uint8
285,Automobile,Bike,Dirtbike,270,45,0,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y45_Z0_Yes_Black_White.png,"(540, 960, 3)",44976,uint8
286,Automobile,Bike,Dirtbike,270,45,135,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y45_Z135_Yes_Black_White.png,"(540, 960, 3)",54237,uint8
287,Automobile,Bike,Dirtbike,270,45,180,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y45_Z180_Yes_Black_White.png,"(540, 960, 3)",54410,uint8
288,Automobile,Bike,Dirtbike,270,45,360,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y45_Z360_Yes_Black_White.png,"(540, 960, 3)",44976,uint8
289,Automobile,Bike,Dirtbike,270,45,45,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y45_Z45_Yes_Black_White.png,"(540, 960, 3)",55711,uint8
290,Automobile,Bike,Dirtbike,270,45,90,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y45_Z90_Yes_Black_White.png,"(540, 960, 3)",46048,uint8
291,Automobile,Bike,Dirtbike,270,90,0,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y90_Z0_Yes_Black_White.png,"(540, 960, 3)",47004,uint8
292,Automobile,Bike,Dirtbike,270,90,135,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y90_Z135_Yes_Black_White.png,"(540, 960, 3)",48763,uint8
293,Automobile,Bike,Dirtbike,270,90,180,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y90_Z180_Yes_Black_White.png,"(540, 960, 3)",57582,uint8
294,Automobile,Bike,Dirtbike,270,90,225,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y90_Z225_Yes_Black_White.png,"(540, 960, 3)",57630,uint8
295,Automobile,Bike,Dirtbike,270,90,270,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y90_Z270_Yes_Black_White.png,"(540, 960, 3)",50712,uint8
296,Automobile,Bike,Dirtbike,270,90,315,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y90_Z315_Yes_Black_White.png,"(540, 960, 3)",58090,uint8
297,Automobile,Bike,Dirtbike,270,90,360,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y90_Z360_Yes_Black_White.png,"(540, 960, 3)",47004,uint8
298,Automobile,Bike,Dirtbike,270,90,45,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y90_Z45_Yes_Black_White.png,"(540, 960, 3)",49517,uint8
299,Automobile,Bike,Dirtbike,270,90,90,Yes,Black,White,Automobile_Bike_Dirtbike_X270_Y90_Z90_Yes_Black_White.png,"(540, 960, 3)",44824,uint8
300,Automobile,Bike,Dirtbike,315,0,0,Yes,Black,White,Automobile_Bike_Dirtbike_X315_Y0_Z0_Yes_Black_White.png,"(540, 960, 3)",28503,uint8
301,Automobile,Bike,Dirtbike,315,0,135,Yes,Black,White,Automobile_Bike_Dirtbike_X315_Y0_Z135_Yes_Black_White.png,"(540, 960, 3)",32459,uint8
302,Automobile,Bike,Dirtbike,315,0,180,Yes,Black,White,Automobile_Bike_Dirtbike_X315_Y0_Z180_Yes_Black_White.png,"(540, 960, 3)",24586,uint8
303,Automobile,Bike,Dirtbike,315,0,360,Yes,Black,White,Automobile_Bike_Dirtbike_X315_Y0_Z360_Yes_Black_White.png,"(540, 960, 3)",28503,uint8
304,Automobile,Bike,Dirtbike,315,0,45,Yes,Black,White,Automobile_Bike_Dirtbike_X315_Y0_Z45_Yes_Black_White.png,"(540, 960, 3)",33063,uint8
305,Automobile,Bike,Dirtbike,315,0,90,Yes,Black,White,Automobile_Bike_Dirtbike_X315_Y0_Z90_Yes_Black_White.png,"(540, 960, 3)",30684,uint8
306,Automobile,Bike,Dirtbike,315,135,0,Yes,Black,White,Automobile_Bike_Dirtbike_X315_Y135_Z0_Yes_Black_White.png,"(540, 960, 3)",50937,uint8
307,Automobile,Bike,Dirtbike,315,135,180,Yes,Black,White,Automobile_Bike_Dirtbike_X315_Y135_Z180_Yes_Black_White.png,"(540, 960, 3)",45802,uint8
308,Automobile,Bike,Dirtbike,315,135,225,Yes,Black,White,Automobile_Bike_Dirtbike_X315_Y135_Z225_Yes_Black_White.png,"(540, 960, 3)",51785,uint8
309,Automobile,Bike,Dirtbike,315,135,270,Yes,Black,White,Automobile_Bike_Dirtbike_X315_Y135_Z270_Yes_Black_White.png,"(540, 960, 3)",50412,uint8
310,Automobile,Bike,Dirtbike,315,135,315,Yes,Black,White,Automobile_Bike_Dirtbike_X315_Y135_Z315_Yes_Black_White.png,"(540, 960, 3)",47324,uint8
311,Automobile,Bike,Dirtbike,315,135,360,Yes,Black,White,Automobile_Bike_Dirtbike_X315_Y135_Z360_Yes_Black_White.png,"(540, 960, 3)",50937,uint8
